,Labels,Item sets
609,"[0.3, 0.05, 0.1, 0.55, 0.45, 0.25, 0.3, 1]","[(59, 40), (70, 74), (54, 14), (73, 74), (10, 30), (77, 43), (77, 89), (45, 48), (29, 15), (95, 81), (86, 89), (64, 69), (22, 60), (18, 1), (24, 28), (93, 82), (61, 43), (21, 47), (90, 25), (41, 54)]"
610,"[0.2, 0.1, 0.1, 0.6, 0.5, 0.15, 0.35, 1]","[(67, 63), (64, 95), (6, 63), (42, 12), (18, 46), (42, 20), (43, 71), (35, 9), (25, 85), (82, 94), (93, 67), (18, 35), (75, 79), (97, 22), (65, 53), (38, 6), (48, 53), (13, 43), (73, 2), (71, 16)]"
611,"[0.25, 0.05, 0.2, 0.5, 0.4, 0.2, 0.4, 1]","[(5, 33), (23, 5), (47, 57), (31, 95), (86, 18), (46, 35), (74, 82), (23, 32), (15, 33), (72, 76), (46, 46), (84, 85), (70, 46), (97, 38), (64, 8), (69, 7), (88, 80), (38, 68), (98, 71), (80, 4)]"
612,"[0.0, 0.25, 0.2, 0.55, 0.35, 0.15, 0.5, 1]","[(23, 4), (26, 35), (18, 8), (41, 94), (96, 28), (27, 20), (67, 40), (16, 18), (7, 90), (69, 53), (6, 10), (52, 75), (64, 9), (58, 74), (27, 17), (49, 86), (93, 31), (81, 41), (12, 84), (7, 31)]"
613,"[0.2, 0.35, 0.05, 0.4, 0.55, 0.2, 0.25, 1]","[(8, 89), (4, 75), (64, 76), (75, 14), (88, 46), (92, 46), (89, 49), (11, 56), (80, 60), (86, 25), (96, 76), (97, 65), (47, 21), (36, 77), (77, 14), (82, 87), (62, 81), (83, 1), (67, 61), (79, 43)]"
614,"[0.1, 0.05, 0.15, 0.7, 0.55, 0.1, 0.35, 1]","[(61, 94), (11, 89), (25, 24), (9, 85), (46, 76), (54, 10), (11, 94), (35, 79), (87, 80), (8, 94), (82, 10), (12, 37), (73, 14), (25, 94), (73, 36), (5, 63), (35, 73), (58, 22), (83, 25), (35, 8)]"
615,"[0.05, 0.1, 0.05, 0.8, 0.25, 0.35, 0.4, 1]","[(54, 9), (27, 25), (77, 32), (38, 13), (32, 41), (62, 35), (10, 31), (56, 85), (8, 89), (15, 7), (40, 40), (27, 32), (50, 40), (84, 16), (66, 99), (48, 36), (20, 74), (32, 79), (77, 47), (30, 36)]"
616,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.25, 0.35, 1]","[(96, 33), (93, 61), (73, 80), (88, 52), (62, 94), (12, 29), (12, 28), (2, 16), (49, 17), (15, 56), (90, 37), (21, 31), (32, 49), (7, 86), (36, 46), (80, 39), (11, 9), (34, 40), (43, 57), (8, 73)]"
617,"[0.1, 0.1, 0.1, 0.7, 0.65, 0.2, 0.15, 1]","[(4, 66), (10, 75), (78, 91), (29, 85), (2, 64), (64, 30), (37, 10), (26, 88), (53, 36), (13, 64), (46, 42), (39, 89), (76, 34), (37, 24), (4, 59), (13, 39), (3, 83), (83, 74), (28, 91), (73, 58)]"
618,"[0.25, 0.1, 0.05, 0.6, 0.65, 0.05, 0.3, 1]","[(15, 78), (17, 90), (40, 48), (28, 94), (70, 10), (42, 5), (19, 57), (75, 91), (99, 16), (44, 31), (76, 78), (73, 54), (19, 61), (72, 26), (63, 9), (53, 98), (10, 82), (95, 53), (93, 88), (75, 62)]"
619,"[0.4, 0.05, 0.05, 0.5, 0.55, 0.2, 0.25, 1]","[(81, 90), (35, 9), (17, 54), (70, 90), (89, 93), (46, 30), (47, 43), (69, 93), (63, 93), (49, 34), (30, 37), (59, 32), (26, 15), (10, 35), (89, 74), (53, 96), (51, 56), (74, 87), (68, 16), (74, 65)]"
620,"[0.1, 0.25, 0.15, 0.5, 0.6, 0.2, 0.2, 1]","[(15, 84), (51, 6), (58, 85), (30, 99), (51, 38), (25, 99), (92, 38), (73, 55), (99, 8), (62, 13), (45, 28), (56, 46), (19, 36), (15, 69), (79, 63), (37, 62), (97, 91), (60, 72), (61, 51), (98, 67)]"
621,"[0.15, 0.15, 0.1, 0.6, 0.35, 0.25, 0.4, 1]","[(1, 40), (52, 63), (44, 32), (35, 31), (92, 79), (31, 44), (77, 50), (24, 49), (34, 6), (50, 20), (65, 95), (64, 92), (98, 21), (87, 13), (29, 98), (10, 83), (95, 19), (83, 57), (80, 5), (96, 38)]"
622,"[0.1, 0.05, 0.15, 0.7, 0.25, 0.2, 0.55, 1]","[(97, 96), (36, 30), (49, 21), (68, 24), (49, 24), (63, 60), (86, 23), (29, 35), (30, 1), (77, 71), (25, 6), (31, 93), (15, 52), (73, 37), (75, 19), (92, 12), (19, 44), (51, 13), (72, 39), (38, 2)]"
623,"[0.25, 0.05, 0.05, 0.65, 0.55, 0.1, 0.35, 1]","[(7, 95), (49, 19), (56, 4), (98, 77), (84, 5), (33, 34), (57, 5), (79, 76), (23, 67), (18, 98), (65, 51), (71, 87), (60, 17), (22, 19), (24, 48), (62, 95), (56, 73), (83, 18), (7, 76), (86, 97)]"
624,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.25, 0.25, 1]","[(42, 46), (99, 43), (90, 4), (53, 82), (9, 10), (4, 50), (80, 64), (17, 89), (38, 34), (41, 7), (13, 52), (7, 84), (10, 62), (2, 77), (46, 11), (90, 76), (58, 27), (86, 58), (76, 39), (30, 61)]"
625,"[0.1, 0.15, 0.1, 0.65, 0.5, 0.15, 0.35, 1]","[(47, 1), (32, 90), (38, 1), (8, 39), (4, 96), (75, 56), (96, 33), (98, 70), (7, 83), (28, 88), (63, 81), (45, 24), (19, 51), (73, 65), (25, 38), (85, 24), (11, 13), (14, 26), (51, 69), (21, 41)]"
626,"[0.1, 0.25, 0.1, 0.55, 0.5, 0.15, 0.35, 1]","[(69, 18), (84, 94), (25, 85), (95, 87), (94, 36), (78, 10), (44, 82), (44, 61), (80, 43), (29, 22), (50, 96), (17, 18), (13, 64), (14, 53), (28, 54), (99, 46), (33, 81), (29, 6), (19, 12), (20, 22)]"
627,"[0.2, 0.15, 0.0, 0.65, 0.7, 0.1, 0.2, 1]","[(8, 83), (50, 48), (51, 10), (86, 12), (1, 82), (81, 74), (56, 75), (18, 83), (61, 83), (2, 62), (60, 77), (36, 34), (19, 77), (2, 16), (60, 83), (4, 86), (88, 87), (89, 57), (12, 57), (38, 16)]"
628,"[0.2, 0.1, 0.05, 0.65, 0.4, 0.2, 0.4, 1]","[(14, 90), (7, 17), (74, 5), (81, 2), (93, 82), (55, 35), (97, 50), (35, 16), (11, 25), (47, 53), (90, 59), (46, 1), (53, 87), (99, 56), (92, 78), (64, 3), (24, 65), (28, 50), (66, 48), (68, 32)]"
629,"[0.3, 0.2, 0.05, 0.45, 0.65, 0.15, 0.2, 1]","[(83, 76), (88, 68), (31, 43), (10, 50), (39, 10), (4, 59), (99, 14), (39, 2), (56, 87), (9, 82), (70, 93), (56, 10), (20, 56), (78, 69), (86, 75), (65, 56), (71, 46), (93, 95), (47, 71), (57, 81)]"
630,"[0.1, 0.1, 0.2, 0.6, 0.5, 0.1, 0.4, 1]","[(35, 84), (45, 61), (66, 1), (72, 89), (33, 47), (75, 1), (38, 9), (1, 28), (56, 72), (1, 80), (35, 45), (46, 8), (18, 2), (84, 26), (84, 64), (17, 11), (58, 56), (31, 60), (49, 59), (75, 56)]"
631,"[0.05, 0.15, 0.15, 0.65, 0.5, 0.25, 0.25, 1]","[(4, 26), (47, 94), (17, 96), (53, 47), (81, 49), (62, 87), (54, 81), (31, 54), (34, 77), (11, 77), (25, 43), (63, 27), (88, 34), (66, 32), (22, 57), (63, 8), (11, 82), (46, 59), (9, 12), (14, 42)]"
632,"[0.2, 0.1, 0.1, 0.6, 0.75, 0.1, 0.15, 1]","[(46, 88), (36, 65), (86, 69), (68, 86), (57, 9), (60, 24), (8, 57), (5, 67), (14, 93), (70, 97), (53, 58), (65, 72), (35, 43), (13, 59), (46, 52), (55, 92), (37, 81), (16, 73), (12, 46), (99, 17)]"
633,"[0.15, 0.2, 0.1, 0.55, 0.4, 0.25, 0.35, 1]","[(75, 34), (9, 17), (72, 69), (34, 12), (94, 24), (90, 94), (84, 63), (72, 11), (10, 32), (54, 74), (36, 19), (99, 12), (30, 49), (49, 80), (90, 39), (12, 77), (53, 42), (81, 63), (75, 38), (14, 54)]"
634,"[0.15, 0.2, 0.2, 0.45, 0.45, 0.2, 0.35, 1]","[(74, 91), (88, 50), (31, 11), (86, 29), (64, 33), (92, 73), (75, 42), (69, 67), (60, 32), (59, 24), (19, 71), (26, 98), (92, 7), (57, 56), (82, 54), (69, 48), (70, 56), (72, 86), (35, 44), (40, 9)]"
635,"[0.25, 0.25, 0.25, 0.25, 0.7, 0.15, 0.15, 1]","[(34, 96), (88, 22), (43, 81), (47, 14), (29, 41), (88, 90), (81, 81), (86, 51), (77, 99), (40, 80), (77, 81), (63, 73), (31, 92), (69, 65), (73, 44), (54, 44), (70, 53), (37, 54), (92, 33), (59, 95)]"
636,"[0.1, 0.35, 0.0, 0.55, 0.5, 0.0, 0.5, 1]","[(62, 73), (28, 5), (1, 4), (60, 74), (62, 92), (66, 99), (10, 86), (57, 13), (75, 54), (10, 4), (79, 57), (20, 11), (16, 28), (68, 69), (37, 1), (20, 17), (66, 5), (43, 93), (85, 18), (92, 52)]"
637,"[0.1, 0.2, 0.0, 0.7, 0.6, 0.15, 0.25, 1]","[(27, 63), (48, 84), (51, 70), (19, 82), (39, 40), (3, 51), (4, 99), (26, 66), (7, 8), (69, 8), (20, 93), (1, 37), (94, 41), (27, 15), (80, 84), (62, 7), (65, 63), (25, 72), (93, 99), (68, 16)]"
638,"[0.1, 0.25, 0.2, 0.45, 0.55, 0.15, 0.3, 1]","[(85, 33), (57, 76), (79, 33), (68, 98), (8, 66), (45, 96), (49, 67), (58, 42), (62, 81), (45, 56), (97, 40), (15, 63), (64, 70), (3, 51), (15, 2), (8, 40), (10, 31), (5, 33), (80, 53), (5, 31)]"
639,"[0.1, 0.2, 0.0, 0.7, 0.4, 0.15, 0.45, 1]","[(50, 25), (18, 2), (84, 12), (23, 70), (26, 32), (88, 57), (38, 34), (80, 43), (91, 2), (63, 56), (68, 24), (50, 85), (67, 22), (75, 53), (82, 90), (9, 53), (11, 36), (86, 26), (14, 54), (91, 3)]"
640,"[0.15, 0.2, 0.1, 0.55, 0.4, 0.2, 0.4, 1]","[(65, 24), (68, 9), (17, 38), (35, 39), (66, 6), (52, 94), (33, 96), (37, 66), (26, 13), (91, 44), (89, 34), (57, 68), (14, 18), (76, 59), (93, 12), (97, 98), (69, 75), (64, 14), (55, 21), (70, 73)]"
641,"[0.25, 0.15, 0.1, 0.5, 0.6, 0.05, 0.35, 1]","[(5, 57), (87, 69), (76, 89), (23, 69), (89, 4), (7, 62), (49, 79), (71, 49), (9, 24), (13, 29), (85, 97), (74, 2), (15, 8), (94, 90), (75, 54), (77, 26), (6, 18), (33, 95), (60, 91), (37, 84)]"
642,"[0.1, 0.2, 0.05, 0.65, 0.45, 0.15, 0.4, 1]","[(41, 6), (12, 90), (83, 72), (94, 51), (7, 13), (19, 59), (83, 42), (98, 54), (26, 76), (53, 39), (28, 73), (52, 28), (90, 16), (67, 2), (91, 53), (93, 27), (89, 21), (57, 34), (77, 55), (15, 24)]"
643,"[0.05, 0.1, 0.25, 0.6, 0.7, 0.0, 0.3, 1]","[(64, 71), (11, 75), (73, 52), (43, 64), (54, 57), (8, 11), (27, 13), (92, 84), (28, 96), (43, 53), (16, 77), (37, 53), (71, 26), (24, 3), (16, 69), (98, 16), (64, 8), (44, 74), (29, 76), (35, 77)]"
644,"[0.2, 0.1, 0.25, 0.45, 0.6, 0.05, 0.35, 1]","[(94, 20), (96, 96), (52, 84), (80, 66), (86, 51), (39, 19), (85, 32), (50, 52), (22, 92), (65, 21), (35, 82), (31, 17), (22, 55), (29, 27), (96, 64), (55, 8), (87, 73), (45, 68), (5, 36), (43, 75)]"
645,"[0.0, 0.3, 0.0, 0.7, 0.6, 0.1, 0.3, 1]","[(20, 58), (60, 64), (13, 79), (43, 30), (10, 16), (19, 10), (40, 47), (9, 86), (55, 20), (23, 95), (26, 62), (87, 17), (29, 71), (46, 54), (60, 79), (83, 54), (61, 68), (88, 13), (80, 50), (74, 62)]"
646,"[0.2, 0.05, 0.1, 0.65, 0.35, 0.2, 0.45, 1]","[(56, 8), (29, 16), (82, 35), (20, 42), (58, 13), (56, 96), (21, 43), (75, 54), (72, 78), (91, 15), (53, 40), (85, 77), (4, 18), (38, 59), (99, 7), (97, 60), (42, 30), (67, 3), (40, 5), (50, 65)]"
647,"[0.05, 0.3, 0.2, 0.45, 0.65, 0.2, 0.15, 1]","[(17, 85), (75, 73), (16, 95), (82, 38), (67, 58), (14, 73), (32, 85), (14, 3), (39, 83), (36, 87), (78, 64), (72, 48), (59, 69), (22, 56), (58, 84), (51, 96), (85, 6), (61, 6), (49, 46), (57, 42)]"
648,"[0.15, 0.15, 0.05, 0.65, 0.35, 0.35, 0.3, 1]","[(73, 46), (8, 41), (24, 39), (80, 13), (33, 34), (84, 97), (62, 3), (96, 97), (61, 67), (12, 11), (45, 60), (34, 34), (4, 66), (83, 80), (91, 51), (12, 18), (46, 40), (6, 37), (16, 22), (93, 7)]"
649,"[0.15, 0.2, 0.1, 0.55, 0.55, 0.15, 0.3, 1]","[(22, 92), (25, 32), (72, 66), (23, 84), (78, 6), (91, 40), (6, 51), (90, 45), (11, 92), (55, 27), (44, 70), (73, 29), (43, 59), (77, 2), (87, 74), (41, 36), (22, 20), (95, 99), (61, 81), (99, 64)]"
650,"[0.1, 0.15, 0.15, 0.6, 0.3, 0.1, 0.6, 1]","[(70, 44), (38, 88), (88, 6), (96, 16), (99, 70), (65, 46), (34, 28), (60, 20), (50, 28), (56, 16), (77, 79), (48, 94), (61, 28), (59, 74), (16, 24), (91, 18), (48, 64), (21, 12), (15, 8), (20, 10)]"
651,"[0.2, 0.35, 0.0, 0.45, 0.55, 0.2, 0.25, 1]","[(99, 78), (64, 39), (81, 47), (86, 18), (11, 13), (22, 5), (52, 76), (22, 76), (54, 91), (70, 75), (86, 49), (56, 69), (89, 15), (88, 39), (71, 93), (53, 79), (98, 86), (21, 59), (96, 22), (1, 89)]"
652,"[0.1, 0.1, 0.2, 0.6, 0.35, 0.3, 0.35, 1]","[(25, 90), (53, 69), (53, 39), (84, 34), (13, 78), (73, 3), (64, 15), (75, 97), (26, 5), (70, 37), (96, 83), (44, 44), (26, 23), (75, 2), (3, 56), (89, 31), (77, 40), (12, 41), (80, 5), (57, 68)]"
653,"[0.25, 0.1, 0.15, 0.5, 0.55, 0.2, 0.25, 1]","[(78, 72), (19, 65), (99, 77), (30, 49), (67, 13), (26, 36), (64, 82), (96, 83), (57, 62), (11, 6), (80, 54), (80, 10), (85, 73), (31, 14), (45, 60), (36, 53), (66, 18), (78, 36), (39, 39), (44, 57)]"
654,"[0.0, 0.2, 0.15, 0.65, 0.4, 0.2, 0.4, 1]","[(53, 9), (32, 66), (51, 31), (11, 11), (71, 29), (10, 68), (43, 20), (83, 33), (77, 48), (29, 37), (34, 99), (69, 13), (42, 89), (87, 55), (48, 3), (34, 39), (54, 61), (15, 96), (20, 69), (66, 49)]"
655,"[0.0, 0.15, 0.1, 0.75, 0.35, 0.1, 0.55, 1]","[(89, 27), (37, 89), (6, 57), (56, 83), (48, 3), (47, 86), (86, 11), (17, 21), (63, 18), (23, 59), (66, 16), (76, 23), (92, 45), (48, 15), (41, 16), (18, 68), (61, 3), (29, 4), (34, 73), (78, 40)]"
656,"[0.0, 0.0, 0.05, 0.95, 0.2, 0.1, 0.7, 1]","[(47, 28), (79, 16), (66, 29), (29, 67), (91, 11), (93, 9), (4, 25), (42, 32), (59, 22), (3, 58), (56, 36), (98, 34), (27, 13), (37, 56), (67, 27), (55, 4), (37, 17), (45, 53), (63, 27), (92, 14)]"
657,"[0.25, 0.1, 0.15, 0.5, 0.65, 0.15, 0.2, 1]","[(26, 53), (19, 65), (83, 33), (70, 65), (74, 26), (87, 13), (28, 48), (84, 75), (20, 43), (76, 88), (68, 79), (31, 84), (45, 5), (20, 35), (45, 68), (94, 91), (4, 91), (88, 78), (53, 68), (27, 88)]"
658,"[0.15, 0.15, 0.05, 0.65, 0.45, 0.1, 0.45, 1]","[(96, 68), (2, 97), (21, 63), (24, 21), (54, 8), (12, 6), (69, 97), (99, 77), (25, 56), (67, 69), (39, 6), (96, 6), (54, 81), (47, 43), (87, 49), (1, 5), (90, 24), (43, 67), (49, 14), (48, 29)]"
659,"[0.25, 0.15, 0.15, 0.45, 0.6, 0.05, 0.35, 1]","[(36, 99), (77, 89), (2, 11), (2, 86), (44, 60), (76, 82), (61, 98), (27, 7), (67, 73), (25, 73), (98, 21), (38, 76), (77, 4), (48, 96), (62, 86), (92, 24), (1, 5), (85, 39), (13, 3), (72, 96)]"
660,"[0.2, 0.3, 0.15, 0.35, 0.45, 0.4, 0.15, 1]","[(58, 19), (44, 39), (43, 50), (54, 71), (92, 37), (69, 42), (74, 46), (35, 79), (28, 18), (76, 52), (74, 74), (14, 87), (99, 61), (34, 92), (6, 32), (82, 78), (90, 41), (42, 44), (90, 50), (93, 70)]"
661,"[0.1, 0.1, 0.15, 0.65, 0.4, 0.25, 0.35, 1]","[(22, 72), (74, 18), (91, 44), (51, 40), (45, 65), (85, 61), (2, 85), (62, 33), (4, 66), (27, 12), (93, 28), (4, 44), (45, 7), (55, 90), (20, 24), (77, 96), (72, 36), (64, 25), (20, 48), (13, 70)]"
662,"[0.15, 0.15, 0.2, 0.5, 0.35, 0.55, 0.1, 1]","[(34, 84), (9, 9), (38, 60), (81, 47), (5, 4), (76, 91), (92, 97), (42, 42), (52, 50), (10, 43), (4, 42), (4, 46), (22, 40), (50, 52), (92, 46), (53, 69), (87, 60), (10, 41), (6, 47), (68, 39)]"
663,"[0.1, 0.05, 0.2, 0.65, 0.35, 0.25, 0.4, 1]","[(22, 70), (35, 61), (4, 18), (75, 37), (83, 11), (33, 27), (68, 93), (18, 12), (70, 36), (68, 79), (8, 49), (16, 83), (88, 37), (82, 5), (21, 97), (14, 5), (43, 30), (32, 2), (95, 48), (35, 80)]"
664,"[0.1, 0.05, 0.2, 0.65, 0.55, 0.15, 0.3, 1]","[(77, 15), (83, 23), (31, 59), (95, 96), (71, 32), (40, 76), (75, 44), (12, 96), (11, 68), (35, 64), (73, 82), (37, 46), (82, 55), (10, 5), (27, 72), (75, 3), (40, 63), (44, 38), (58, 14), (42, 69)]"
665,"[0.1, 0.0, 0.05, 0.85, 0.25, 0.15, 0.6, 1]","[(4, 37), (38, 32), (47, 35), (13, 14), (83, 62), (30, 9), (11, 28), (56, 11), (3, 87), (46, 4), (59, 94), (84, 24), (58, 12), (40, 73), (52, 35), (15, 26), (30, 28), (8, 51), (24, 26), (23, 25)]"
666,"[0.1, 0.2, 0.05, 0.65, 0.45, 0.15, 0.4, 1]","[(1, 51), (34, 1), (7, 17), (34, 72), (56, 77), (46, 91), (76, 22), (54, 47), (29, 18), (70, 50), (48, 17), (95, 54), (26, 58), (45, 52), (64, 10), (55, 28), (61, 84), (18, 89), (17, 32), (96, 46)]"
667,"[0.1, 0.2, 0.05, 0.65, 0.35, 0.3, 0.35, 1]","[(77, 6), (85, 3), (70, 66), (55, 40), (87, 62), (24, 37), (84, 37), (96, 14), (59, 42), (52, 30), (63, 78), (30, 35), (94, 3), (2, 56), (3, 24), (52, 42), (72, 95), (68, 66), (24, 24), (61, 55)]"
668,"[0.15, 0.3, 0.05, 0.5, 0.6, 0.2, 0.2, 1]","[(59, 58), (83, 76), (64, 11), (57, 56), (76, 55), (8, 90), (78, 89), (47, 47), (4, 18), (50, 34), (76, 93), (31, 80), (3, 10), (80, 47), (40, 22), (70, 51), (6, 80), (52, 88), (91, 46), (7, 61)]"
669,"[0.15, 0.2, 0.05, 0.6, 0.6, 0.2, 0.2, 1]","[(29, 49), (14, 42), (7, 24), (10, 2), (88, 49), (15, 82), (60, 64), (23, 92), (46, 80), (12, 24), (11, 52), (31, 65), (78, 93), (90, 82), (95, 73), (33, 51), (76, 41), (79, 7), (9, 55), (45, 87)]"
670,"[0.35, 0.15, 0.0, 0.5, 0.55, 0.1, 0.35, 1]","[(94, 14), (44, 19), (92, 86), (74, 12), (22, 12), (13, 36), (22, 65), (44, 33), (35, 97), (60, 88), (78, 97), (89, 87), (8, 5), (68, 79), (87, 16), (93, 47), (89, 58), (5, 87), (84, 64), (46, 82)]"
671,"[0.2, 0.3, 0.05, 0.45, 0.55, 0.1, 0.35, 1]","[(45, 11), (63, 66), (60, 69), (28, 52), (55, 78), (97, 56), (88, 44), (83, 24), (10, 12), (75, 31), (6, 76), (44, 89), (9, 29), (91, 86), (78, 98), (92, 70), (95, 32), (94, 43), (78, 24), (6, 59)]"
672,"[0.25, 0.15, 0.2, 0.4, 0.5, 0.1, 0.4, 1]","[(35, 34), (8, 12), (63, 58), (46, 69), (87, 74), (60, 15), (60, 96), (82, 85), (9, 10), (99, 29), (93, 19), (61, 52), (75, 27), (82, 94), (58, 67), (84, 21), (81, 85), (22, 31), (79, 40), (64, 69)]"
673,"[0.15, 0.1, 0.15, 0.6, 0.35, 0.25, 0.4, 1]","[(79, 48), (22, 53), (52, 55), (54, 32), (88, 67), (36, 36), (18, 2), (90, 58), (57, 20), (99, 37), (14, 66), (6, 26), (89, 5), (63, 2), (72, 80), (77, 17), (39, 67), (95, 14), (57, 38), (65, 42)]"
674,"[0.0, 0.05, 0.2, 0.75, 0.5, 0.25, 0.25, 1]","[(25, 44), (59, 17), (35, 84), (11, 58), (1, 21), (31, 40), (34, 44), (11, 74), (49, 32), (3, 11), (67, 43), (71, 38), (70, 69), (18, 66), (8, 95), (84, 17), (41, 67), (27, 73), (5, 72), (6, 62)]"
675,"[0.3, 0.05, 0.0, 0.65, 0.5, 0.1, 0.4, 1]","[(80, 16), (43, 2), (56, 15), (19, 5), (15, 81), (90, 72), (36, 62), (66, 15), (97, 83), (75, 24), (16, 74), (61, 96), (58, 60), (47, 48), (14, 23), (60, 96), (80, 91), (60, 18), (1, 41), (94, 99)]"
676,"[0.1, 0.2, 0.2, 0.5, 0.5, 0.15, 0.35, 1]","[(49, 25), (4, 96), (2, 20), (5, 18), (60, 67), (71, 29), (8, 69), (41, 75), (55, 47), (69, 47), (46, 70), (65, 91), (84, 47), (89, 3), (42, 85), (10, 15), (80, 82), (35, 62), (29, 27), (83, 54)]"
677,"[0.2, 0.05, 0.1, 0.65, 0.5, 0.2, 0.3, 1]","[(3, 13), (73, 20), (68, 44), (94, 79), (19, 9), (5, 55), (5, 50), (71, 91), (62, 77), (35, 87), (13, 3), (88, 82), (73, 75), (39, 42), (10, 67), (22, 24), (23, 68), (26, 50), (31, 74), (51, 31)]"
678,"[0.15, 0.05, 0.05, 0.75, 0.45, 0.1, 0.45, 1]","[(90, 11), (21, 40), (38, 70), (22, 79), (99, 54), (65, 31), (69, 88), (64, 4), (95, 17), (74, 15), (7, 61), (18, 9), (72, 83), (4, 47), (49, 25), (2, 73), (65, 26), (12, 90), (20, 17), (51, 84)]"
679,"[0.05, 0.15, 0.05, 0.75, 0.3, 0.2, 0.5, 1]","[(21, 23), (97, 38), (81, 81), (39, 79), (47, 83), (14, 1), (11, 47), (91, 11), (15, 53), (74, 15), (2, 65), (62, 5), (80, 10), (59, 76), (93, 25), (5, 35), (90, 17), (74, 2), (73, 34), (89, 17)]"
680,"[0.2, 0.15, 0.1, 0.55, 0.5, 0.2, 0.3, 1]","[(65, 60), (23, 37), (91, 28), (13, 83), (53, 86), (9, 5), (83, 80), (84, 95), (13, 85), (80, 80), (68, 45), (31, 62), (73, 23), (95, 37), (44, 4), (22, 94), (5, 35), (15, 26), (49, 27), (89, 62)]"
681,"[0.2, 0.15, 0.05, 0.6, 0.55, 0.1, 0.35, 1]","[(59, 69), (79, 19), (99, 74), (23, 22), (84, 63), (22, 51), (48, 34), (77, 55), (24, 87), (27, 13), (27, 85), (68, 18), (94, 26), (6, 88), (90, 8), (92, 95), (90, 53), (98, 67), (16, 49), (97, 31)]"
682,"[0.05, 0.05, 0.2, 0.7, 0.25, 0.4, 0.35, 1]","[(23, 4), (60, 44), (4, 34), (38, 23), (4, 49), (42, 30), (70, 51), (65, 49), (98, 60), (92, 11), (20, 39), (80, 40), (39, 63), (72, 33), (68, 20), (67, 20), (21, 78), (63, 42), (7, 41), (10, 58)]"
683,"[0.15, 0.15, 0.05, 0.65, 0.55, 0.15, 0.3, 1]","[(96, 1), (98, 15), (76, 65), (85, 9), (36, 10), (60, 35), (23, 54), (22, 30), (58, 63), (84, 76), (14, 9), (62, 48), (9, 67), (98, 78), (33, 75), (3, 93), (83, 46), (29, 65), (53, 95), (37, 65)]"
684,"[0.0, 0.15, 0.1, 0.75, 0.5, 0.2, 0.3, 1]","[(62, 32), (21, 38), (16, 69), (2, 14), (15, 52), (7, 91), (44, 83), (28, 18), (55, 35), (85, 24), (17, 35), (16, 81), (56, 75), (37, 82), (42, 77), (16, 62), (16, 44), (23, 8), (31, 13), (87, 55)]"
685,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.05, 0.55, 1]","[(2, 41), (89, 70), (80, 3), (25, 11), (90, 33), (42, 82), (43, 69), (23, 53), (61, 16), (83, 8), (70, 28), (92, 58), (76, 66), (39, 74), (63, 7), (14, 9), (33, 29), (37, 57), (36, 32), (32, 15)]"
686,"[0.05, 0.3, 0.1, 0.55, 0.35, 0.15, 0.5, 1]","[(67, 4), (52, 83), (71, 10), (10, 13), (95, 29), (80, 53), (18, 50), (91, 35), (39, 4), (90, 86), (98, 50), (73, 19), (35, 31), (98, 51), (22, 24), (66, 74), (20, 94), (31, 3), (36, 93), (98, 19)]"
687,"[0.1, 0.2, 0.15, 0.55, 0.55, 0.25, 0.2, 1]","[(54, 68), (84, 47), (59, 64), (31, 20), (66, 47), (61, 13), (37, 54), (53, 80), (40, 80), (67, 34), (24, 33), (24, 43), (6, 69), (4, 44), (99, 82), (41, 61), (61, 84), (22, 81), (7, 54), (93, 12)]"
688,"[0.15, 0.0, 0.05, 0.8, 0.35, 0.15, 0.5, 1]","[(86, 76), (45, 12), (48, 44), (46, 3), (18, 97), (1, 28), (48, 61), (8, 1), (28, 50), (39, 1), (11, 17), (95, 65), (81, 65), (29, 40), (9, 7), (38, 32), (58, 2), (1, 74), (45, 5), (25, 57)]"
689,"[0.15, 0.1, 0.2, 0.55, 0.5, 0.1, 0.4, 1]","[(99, 88), (25, 50), (67, 61), (88, 33), (16, 89), (98, 19), (69, 48), (81, 85), (43, 56), (14, 11), (66, 51), (17, 25), (69, 78), (34, 94), (59, 30), (86, 22), (21, 17), (58, 5), (52, 59), (9, 87)]"
690,"[0.05, 0.2, 0.15, 0.6, 0.55, 0.25, 0.2, 1]","[(46, 39), (27, 70), (69, 34), (70, 54), (9, 43), (13, 47), (27, 86), (56, 83), (1, 72), (21, 65), (60, 95), (65, 67), (93, 29), (85, 20), (66, 40), (30, 93), (19, 57), (60, 1), (16, 16), (67, 51)]"
691,"[0.15, 0.3, 0.05, 0.5, 0.55, 0.15, 0.3, 1]","[(79, 54), (58, 28), (6, 6), (75, 55), (61, 75), (29, 78), (37, 99), (93, 88), (72, 94), (15, 46), (61, 81), (95, 19), (84, 74), (61, 45), (84, 58), (16, 82), (61, 29), (18, 37), (94, 23), (9, 28)]"
692,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.15, 0.35, 1]","[(15, 46), (47, 83), (24, 82), (10, 26), (52, 64), (78, 23), (4, 19), (19, 99), (88, 5), (11, 95), (45, 53), (77, 71), (18, 56), (17, 6), (90, 40), (5, 10), (14, 30), (93, 63), (84, 41), (5, 75)]"
