,Labels,Item sets,First Fit Score,First Fit Decreasing Score,Next Fit Score,Next Fit Decreasing Score,Best Fit Score,Best Fit Decreasing Score,Djang-Fitch Score,Djang-Fitch 2 Score,Best heuristic
560,"[0.1, 0.05, 0.1, 0.75, 0.35, 0.2, 0.45, 1, 5]","[(56, 10), (1, 21), (21, 21), (61, 18), (70, 81), (67, 38), (52, 32), (53, 58), (33, 48), (22, 99), (25, 36), (67, 25), (93, 22), (2, 5), (77, 53), (92, 59), (73, 15), (29, 52), (17, 95), (14, 39)]",0.583,0.5965,0.4313,0.4216,0.4509,0.5966,0.5965,0.4717,5
561,"[0.35, 0.1, 0.05, 0.5, 0.55, 0.15, 0.3, 1, 5]","[(63, 66), (77, 79), (70, 89), (22, 14), (14, 93), (20, 73), (64, 38), (8, 27), (68, 37), (71, 93), (40, 97), (70, 89), (12, 31), (79, 96), (43, 49), (40, 6), (67, 5), (78, 92), (49, 10), (57, 90)]",0.4288,0.4684,0.4286,0.4372,0.4385,0.4686,0.4684,0.4666,5
562,"[0.05, 0.15, 0.05, 0.75, 0.25, 0.15, 0.6, 1, 3]","[(80, 70), (83, 42), (29, 52), (38, 42), (65, 13), (7, 30), (1, 9), (54, 18), (37, 9), (24, 37), (38, 26), (5, 60), (89, 7), (12, 29), (25, 3), (44, 98), (64, 25), (73, 62), (94, 32), (26, 15)]",0.4255,0.4907,0.4207,0.6299,0.429,0.6282,0.4907,0.3501,3
563,"[0.2, 0.15, 0.15, 0.5, 0.65, 0.15, 0.2, 1, 5]","[(55, 83), (60, 43), (11, 52), (88, 37), (90, 64), (97, 56), (4, 77), (4, 62), (48, 22), (67, 73), (19, 83), (75, 94), (46, 1), (41, 91), (38, 62), (70, 39), (86, 75), (18, 23), (7, 84), (21, 23)]",0.4686,0.5031,0.3777,0.4743,0.468,0.5041,0.5031,0.5007,5
564,"[0.2, 0.15, 0.15, 0.5, 0.5, 0.25, 0.25, 1, 5]","[(76, 86), (4, 95), (31, 38), (74, 34), (35, 16), (66, 43), (28, 95), (45, 45), (49, 80), (90, 59), (52, 93), (10, 97), (47, 93), (41, 15), (71, 83), (59, 16), (91, 91), (63, 26), (23, 37), (50, 21)]",0.4556,0.6814,0.4156,0.5291,0.5322,0.6818,0.6814,0.5852,5
565,"[0.1, 0.2, 0.1, 0.6, 0.6, 0.2, 0.2, 1, 7]","[(1, 71), (48, 78), (38, 92), (76, 30), (55, 40), (75, 91), (18, 40), (47, 48), (29, 53), (97, 22), (50, 15), (15, 96), (91, 59), (26, 99), (70, 33), (52, 78), (41, 73), (45, 53), (46, 40), (57, 67)]",0.454,0.4941,0.4489,0.3953,0.4583,0.4941,0.4941,0.6155,7
566,"[0.25, 0.05, 0.05, 0.65, 0.6, 0.05, 0.35, 1, 7]","[(53, 32), (36, 15), (33, 18), (99, 81), (18, 76), (69, 98), (25, 63), (96, 28), (62, 97), (57, 94), (47, 18), (15, 9), (78, 5), (40, 52), (80, 81), (35, 57), (66, 57), (40, 61), (11, 71), (17, 45)]",0.479,0.5324,0.385,0.6129,0.502,0.5327,0.5324,0.6252,7
567,"[0.35, 0.05, 0.05, 0.55, 0.8, 0.1, 0.1, 1, 7]","[(65, 54), (32, 78), (99, 82), (98, 61), (24, 99), (27, 47), (96, 90), (88, 76), (35, 46), (21, 93), (35, 58), (87, 61), (77, 88), (29, 96), (18, 31), (26, 77), (86, 11), (91, 81), (12, 98), (16, 72)]",0.4662,0.4841,0.4088,0.541,0.4639,0.485,0.4841,0.5482,7
568,"[0.1, 0.35, 0.1, 0.45, 0.55, 0.2, 0.25, 1, 5]","[(78, 10), (83, 55), (23, 54), (75, 50), (59, 43), (48, 82), (69, 61), (33, 1), (9, 20), (45, 75), (47, 72), (37, 74), (31, 74), (80, 94), (24, 2), (17, 75), (15, 37), (87, 40), (27, 6), (61, 85)]",0.4301,0.5675,0.4323,0.5441,0.436,0.5682,0.5675,0.4769,5
569,"[0.25, 0.05, 0.25, 0.45, 0.5, 0.1, 0.4, 1, 5]","[(75, 4), (80, 36), (99, 70), (70, 89), (7, 87), (42, 22), (33, 5), (43, 40), (21, 9), (58, 75), (75, 75), (33, 88), (98, 79), (98, 30), (18, 71), (51, 53), (95, 28), (94, 96), (37, 3), (5, 28)]",0.3896,0.5952,0.5776,0.5712,0.5658,0.5992,0.5952,0.5907,5
570,"[0.05, 0.0, 0.25, 0.7, 0.35, 0.15, 0.5, 1, 3]","[(2, 75), (43, 10), (84, 71), (35, 83), (99, 3), (3, 50), (73, 38), (28, 72), (21, 12), (66, 32), (12, 13), (33, 98), (60, 2), (2, 16), (90, 8), (55, 51), (72, 21), (66, 38), (87, 23), (26, 74)]",0.4616,0.6538,0.3412,0.6626,0.4621,0.6561,0.6538,0.4919,3
571,"[0.2, 0.15, 0.0, 0.65, 0.55, 0.2, 0.25, 1, 1]","[(54, 1), (51, 77), (28, 36), (38, 3), (18, 65), (18, 60), (96, 69), (9, 73), (68, 59), (88, 82), (69, 83), (76, 22), (20, 42), (45, 90), (10, 2), (51, 49), (15, 78), (65, 17), (32, 48), (93, 70)]",0.4482,0.4656,0.4157,0.4201,0.4553,0.4656,0.4656,0.4622,1
572,"[0.3, 0.15, 0.0, 0.55, 0.65, 0.1, 0.25, 1, 7]","[(98, 86), (54, 29), (11, 48), (1, 68), (74, 80), (92, 55), (75, 85), (68, 60), (62, 63), (4, 73), (52, 29), (1, 25), (90, 89), (28, 89), (94, 24), (71, 26), (83, 60), (84, 76), (3, 38), (19, 59)]",0.4338,0.5321,0.4369,0.5299,0.4397,0.5335,0.5321,0.5351,7
573,"[0.15, 0.05, 0.05, 0.75, 0.55, 0.15, 0.3, 1, 4]","[(95, 64), (47, 45), (13, 85), (23, 13), (62, 5), (90, 88), (39, 64), (74, 67), (75, 4), (15, 66), (81, 14), (10, 42), (16, 76), (18, 74), (52, 57), (9, 43), (16, 17), (44, 54), (42, 5), (96, 69)]",0.4259,0.4251,0.4045,0.3978,0.4269,0.4251,0.4251,0.4165,4
574,"[0.15, 0.1, 0.05, 0.7, 0.5, 0.15, 0.35, 1, 1]","[(48, 79), (51, 63), (21, 41), (71, 91), (81, 2), (84, 4), (15, 1), (48, 19), (24, 38), (61, 56), (6, 64), (97, 86), (26, 7), (5, 53), (96, 83), (98, 3), (11, 91), (79, 16), (20, 45), (19, 80)]",0.5438,0.5793,0.5195,0.5425,0.5392,0.5793,0.5793,0.457,1
575,"[0.4, 0.1, 0.05, 0.45, 0.6, 0.05, 0.35, 1, 5]","[(91, 75), (72, 74), (66, 30), (72, 60), (41, 9), (78, 74), (90, 80), (89, 90), (64, 93), (85, 21), (35, 6), (95, 70), (84, 4), (84, 79), (55, 60), (23, 9), (24, 48), (71, 65), (13, 1), (35, 56)]",0.4562,0.4689,0.4529,0.4549,0.4583,0.4698,0.4689,0.4681,5
576,"[0.2, 0.3, 0.0, 0.5, 0.6, 0.05, 0.35, 1, 5]","[(70, 83), (28, 22), (44, 88), (40, 85), (80, 90), (18, 12), (24, 80), (35, 6), (54, 81), (77, 31), (43, 93), (36, 50), (54, 88), (28, 7), (58, 30), (81, 86), (82, 51), (15, 77), (62, 93), (72, 19)]",0.4913,0.5243,0.39,0.4845,0.4046,0.5244,0.5243,0.517,5
577,"[0.15, 0.2, 0.05, 0.6, 0.55, 0.0, 0.45, 1, 5]","[(70, 32), (78, 66), (38, 9), (43, 10), (23, 29), (52, 3), (36, 51), (65, 25), (45, 71), (71, 90), (17, 92), (3, 22), (63, 60), (68, 70), (85, 67), (90, 51), (53, 79), (14, 85), (2, 33), (68, 1)]",0.3857,0.4934,0.3871,0.3723,0.3896,0.5024,0.4934,0.4192,5
578,"[0.05, 0.15, 0.15, 0.65, 0.2, 0.4, 0.4, 1, 5]","[(29, 79), (94, 38), (59, 45), (82, 66), (65, 3), (18, 19), (10, 9), (70, 40), (21, 48), (5, 17), (17, 78), (97, 23), (60, 63), (86, 12), (94, 43), (77, 24), (28, 46), (58, 29), (71, 37), (66, 37)]",0.4683,0.5286,0.4731,0.4818,0.4695,0.6696,0.5286,0.531,5
579,"[0.05, 0.15, 0.05, 0.75, 0.55, 0.1, 0.35, 1, 1]","[(37, 33), (48, 27), (40, 89), (65, 74), (95, 24), (49, 63), (14, 91), (31, 63), (13, 27), (94, 56), (14, 91), (53, 3), (24, 80), (25, 52), (80, 2), (76, 44), (22, 63), (26, 8), (27, 67), (31, 35)]",0.4251,0.5791,0.3173,0.4211,0.4373,0.579,0.5791,0.4689,1
580,"[0.1, 0.0, 0.05, 0.85, 0.25, 0.25, 0.5, 1, 1]","[(85, 16), (77, 98), (51, 49), (5, 9), (23, 2), (72, 17), (55, 36), (10, 25), (56, 46), (47, 9), (89, 62), (83, 24), (6, 36), (5, 82), (27, 67), (20, 9), (22, 23), (88, 23), (22, 36), (31, 71)]",0.4734,0.5091,0.471,0.4646,0.4745,0.5091,0.5091,0.4023,1
581,"[0.0, 0.2, 0.05, 0.75, 0.4, 0.2, 0.4, 1, 5]","[(53, 63), (8, 62), (46, 63), (24, 5), (78, 6), (69, 72), (58, 7), (52, 65), (4, 97), (56, 35), (67, 34), (48, 36), (3, 16), (21, 55), (37, 31), (8, 33), (56, 18), (25, 26), (31, 60), (78, 50)]",0.4576,0.6763,0.3188,0.5169,0.4543,0.678,0.6763,0.3798,5
582,"[0.2, 0.2, 0.1, 0.5, 0.6, 0.05, 0.35, 1, 1]","[(16, 84), (76, 87), (24, 33), (28, 11), (66, 66), (56, 9), (69, 66), (69, 70), (35, 1), (93, 94), (80, 16), (75, 35), (84, 4), (49, 66), (9, 92), (76, 3), (13, 73), (96, 63), (91, 82), (52, 70)]",0.4703,0.4896,0.3747,0.4666,0.4718,0.4896,0.4896,0.4775,1
583,"[0.2, 0.1, 0.1, 0.6, 0.5, 0.15, 0.35, 1, 1]","[(52, 52), (34, 60), (52, 73), (83, 20), (83, 44), (67, 24), (25, 87), (91, 85), (99, 96), (56, 19), (23, 48), (85, 87), (94, 8), (90, 22), (47, 49), (40, 63), (11, 18), (53, 12), (65, 93), (1, 65)]",0.5568,0.5909,0.5593,0.5708,0.5637,0.5909,0.5909,0.5883,1
584,"[0.15, 0.25, 0.1, 0.5, 0.7, 0.05, 0.25, 1, 5]","[(68, 5), (65, 17), (85, 59), (78, 74), (34, 54), (30, 67), (76, 98), (41, 99), (64, 53), (80, 37), (36, 65), (21, 94), (14, 60), (47, 68), (69, 55), (4, 33), (25, 8), (68, 72), (77, 57), (69, 9)]",0.4116,0.4473,0.4066,0.3303,0.3521,0.4519,0.4473,0.4393,5
585,"[0.3, 0.05, 0.15, 0.5, 0.5, 0.15, 0.35, 1, 7]","[(17, 2), (35, 60), (87, 23), (69, 91), (79, 77), (59, 24), (99, 91), (94, 29), (97, 64), (90, 54), (10, 78), (94, 66), (88, 90), (87, 12), (64, 36), (73, 19), (46, 50), (66, 42), (44, 3), (34, 98)]",0.4848,0.6047,0.4892,0.6019,0.4942,0.6047,0.6047,0.6154,7
586,"[0.2, 0.1, 0.1, 0.6, 0.5, 0.15, 0.35, 1, 5]","[(57, 46), (52, 6), (53, 13), (66, 50), (54, 62), (4, 78), (1, 6), (15, 58), (62, 87), (73, 83), (3, 9), (2, 61), (21, 14), (25, 38), (48, 25), (42, 90), (2, 62), (47, 30), (83, 95), (85, 80)]",0.43,0.4854,0.4453,0.4375,0.4426,0.4872,0.4854,0.4756,5
587,"[0.15, 0.15, 0.1, 0.6, 0.6, 0.1, 0.3, 1, 5]","[(1, 98), (53, 88), (45, 57), (9, 60), (35, 34), (30, 43), (52, 2), (18, 30), (61, 15), (72, 16), (1, 93), (57, 86), (88, 71), (75, 80), (15, 79), (60, 74), (62, 96), (60, 25), (57, 51), (16, 31)]",0.3662,0.4842,0.3625,0.4646,0.3763,0.4937,0.4842,0.411,5
588,"[0.25, 0.15, 0.05, 0.55, 0.65, 0.1, 0.25, 1, 5]","[(30, 99), (67, 11), (46, 20), (99, 59), (61, 77), (55, 44), (12, 72), (98, 65), (71, 61), (61, 27), (79, 90), (99, 20), (9, 84), (20, 99), (94, 80), (82, 56), (8, 55), (48, 35), (84, 60), (96, 22)]",0.5132,0.6642,0.5096,0.6529,0.5193,0.6646,0.6642,0.6564,5
589,"[0.35, 0.1, 0.05, 0.5, 0.65, 0.1, 0.25, 1, 5]","[(14, 85), (96, 58), (85, 59), (43, 45), (57, 12), (53, 34), (49, 59), (28, 15), (67, 97), (98, 70), (80, 61), (48, 91), (23, 59), (74, 89), (65, 87), (78, 31), (52, 15), (70, 89), (86, 27), (21, 57)]",0.4872,0.5072,0.4149,0.4851,0.4925,0.5126,0.5072,0.5072,5
590,"[0.2, 0.1, 0.15, 0.55, 0.5, 0.25, 0.25, 1, 5]","[(97, 70), (26, 14), (16, 11), (23, 47), (79, 42), (32, 18), (19, 68), (80, 70), (74, 23), (64, 42), (3, 63), (70, 34), (54, 59), (40, 89), (98, 83), (22, 84), (26, 39), (64, 23), (63, 73), (78, 71)]",0.4895,0.5214,0.489,0.4998,0.4895,0.5281,0.5214,0.5156,5
591,"[0.1, 0.3, 0.0, 0.6, 0.5, 0.15, 0.35, 1, 1]","[(40, 24), (39, 95), (94, 7), (93, 49), (84, 26), (35, 41), (94, 14), (72, 64), (95, 85), (70, 69), (32, 62), (96, 70), (56, 69), (16, 94), (25, 67), (4, 95), (30, 4), (78, 43), (34, 2), (46, 18)]",0.375,0.6103,0.4479,0.461,0.3862,0.6103,0.6103,0.5177,1
592,"[0.1, 0.05, 0.2, 0.65, 0.45, 0.2, 0.35, 1, 1]","[(14, 72), (28, 90), (41, 65), (8, 76), (86, 96), (54, 31), (6, 46), (29, 28), (58, 40), (15, 28), (53, 37), (85, 59), (58, 52), (12, 36), (96, 32), (77, 32), (58, 75), (8, 71), (78, 32), (3, 32)]",0.4139,0.5641,0.408,0.5557,0.4184,0.5619,0.5641,0.4589,1
593,"[0.2, 0.15, 0.05, 0.6, 0.6, 0.15, 0.25, 1, 5]","[(43, 43), (96, 89), (4, 92), (77, 89), (27, 62), (49, 87), (3, 10), (25, 36), (33, 49), (85, 90), (69, 67), (67, 70), (51, 10), (8, 96), (98, 25), (42, 23), (9, 76), (14, 99), (75, 86), (98, 33)]",0.4634,0.5917,0.461,0.5654,0.5657,0.592,0.5917,0.5854,5
594,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.3, 0.2, 1, 5]","[(16, 62), (42, 63), (60, 97), (6, 45), (39, 27), (93, 15), (94, 40), (16, 2), (29, 57), (3, 49), (93, 5), (86, 46), (24, 79), (82, 45), (1, 72), (93, 62), (27, 71), (25, 54), (18, 81), (13, 34)]",0.4386,0.4656,0.4239,0.438,0.4272,0.4686,0.4656,0.467,5
595,"[0.3, 0.2, 0.05, 0.45, 0.6, 0.25, 0.15, 1, 5]","[(99, 80), (43, 9), (97, 43), (96, 35), (33, 47), (24, 58), (84, 47), (75, 85), (62, 84), (6, 81), (83, 83), (74, 78), (67, 22), (11, 59), (36, 81), (91, 97), (35, 71), (50, 38), (2, 1), (51, 74)]",0.5055,0.6032,0.4272,0.6031,0.5092,0.6062,0.6032,0.5429,5
596,"[0.35, 0.15, 0.15, 0.35, 0.6, 0.05, 0.35, 1, 5]","[(45, 23), (33, 82), (93, 81), (51, 59), (74, 22), (85, 75), (51, 82), (96, 50), (38, 11), (65, 21), (25, 12), (96, 17), (57, 32), (94, 64), (90, 65), (87, 74), (50, 84), (81, 64), (83, 74), (42, 65)]",0.3842,0.4743,0.3938,0.4678,0.3947,0.4765,0.4743,0.4731,5
597,"[0.15, 0.25, 0.15, 0.45, 0.55, 0.15, 0.3, 1, 5]","[(65, 73), (79, 16), (50, 20), (26, 84), (45, 59), (12, 10), (99, 59), (35, 37), (39, 75), (50, 78), (93, 10), (78, 69), (44, 58), (24, 10), (85, 50), (90, 53), (13, 42), (10, 30), (63, 94), (70, 51)]",0.3086,0.3952,0.2611,0.3941,0.3166,0.3972,0.3952,0.3862,5
598,"[0.05, 0.15, 0.05, 0.75, 0.35, 0.05, 0.6, 1, 5]","[(16, 12), (13, 62), (38, 23), (42, 98), (13, 33), (67, 62), (90, 9), (30, 84), (30, 6), (60, 63), (48, 26), (87, 16), (59, 27), (15, 84), (50, 40), (93, 97), (55, 20), (34, 22), (12, 9), (55, 15)]",0.4473,0.5904,0.4149,0.572,0.451,0.5908,0.5904,0.4461,5
599,"[0.15, 0.2, 0.25, 0.4, 0.35, 0.3, 0.35, 1, 7]","[(34, 53), (85, 5), (46, 24), (70, 49), (5, 11), (19, 29), (70, 57), (98, 70), (73, 54), (71, 15), (54, 1), (83, 97), (73, 3), (63, 98), (98, 48), (90, 34), (79, 36), (39, 75), (71, 39), (83, 37)]",0.4284,0.5313,0.3659,0.5372,0.4401,0.54,0.5313,0.5401,7
600,"[0.25, 0.05, 0.05, 0.65, 0.45, 0.1, 0.45, 1, 5]","[(88, 4), (97, 60), (81, 91), (89, 4), (29, 6), (1, 75), (75, 37), (92, 64), (22, 50), (25, 81), (82, 9), (55, 7), (42, 54), (90, 90), (74, 86), (58, 67), (50, 3), (38, 20), (96, 20), (73, 8)]",0.4317,0.6017,0.4292,0.5513,0.4452,0.6046,0.6017,0.5815,5
601,"[0.25, 0.2, 0.1, 0.45, 0.6, 0.2, 0.2, 1, 7]","[(68, 8), (59, 66), (8, 68), (87, 28), (90, 90), (1, 48), (15, 92), (79, 52), (82, 48), (60, 29), (31, 45), (66, 88), (29, 96), (98, 74), (67, 88), (39, 12), (79, 78), (60, 59), (36, 86), (39, 45)]",0.4521,0.545,0.4517,0.5292,0.453,0.5508,0.545,0.5529,7
602,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.3, 0.2, 1, 5]","[(50, 46), (45, 97), (61, 32), (86, 88), (54, 50), (82, 60), (1, 13), (20, 41), (87, 30), (52, 36), (9, 66), (65, 94), (22, 91), (7, 95), (15, 61), (48, 27), (58, 41), (58, 88), (34, 36), (63, 67)]",0.3755,0.603,0.3934,0.4759,0.4719,0.6121,0.603,0.6095,5
603,"[0.0, 0.05, 0.05, 0.9, 0.5, 0.05, 0.45, 1, 3]","[(38, 25), (1, 53), (5, 50), (47, 23), (46, 18), (14, 70), (15, 56), (94, 8), (99, 10), (43, 58), (40, 70), (73, 32), (18, 27), (21, 32), (92, 51), (43, 1), (25, 93), (14, 91), (20, 52), (14, 91)]",0.2971,0.4685,0.2271,0.4689,0.3055,0.4685,0.4685,0.3467,3
604,"[0.15, 0.1, 0.05, 0.7, 0.5, 0.1, 0.4, 1, 5]","[(25, 72), (1, 74), (49, 11), (9, 29), (64, 65), (1, 2), (31, 80), (98, 80), (88, 53), (20, 26), (69, 42), (30, 53), (23, 73), (92, 14), (96, 1), (79, 85), (99, 5), (1, 38), (40, 5), (92, 57)]",0.3954,0.5372,0.5126,0.5186,0.5269,0.539,0.5372,0.446,5
605,"[0.25, 0.2, 0.15, 0.4, 0.75, 0.1, 0.15, 1, 5]","[(65, 97), (29, 56), (49, 94), (30, 95), (11, 52), (65, 96), (69, 81), (51, 84), (60, 31), (19, 81), (82, 7), (35, 69), (96, 43), (89, 31), (59, 65), (59, 48), (23, 68), (66, 90), (24, 69), (90, 69)]",0.4671,0.6097,0.4048,0.577,0.4774,0.7154,0.6097,0.6247,5
606,"[0.05, 0.2, 0.15, 0.6, 0.4, 0.35, 0.25, 1, 1]","[(6, 40), (78, 49), (53, 31), (57, 38), (18, 8), (34, 94), (3, 59), (69, 45), (44, 37), (41, 7), (70, 53), (83, 73), (77, 54), (45, 81), (3, 37), (10, 51), (69, 46), (53, 5), (63, 21), (30, 73)]",0.3736,0.4899,0.3657,0.4821,0.3842,0.4899,0.4899,0.4139,1
607,"[0.2, 0.1, 0.05, 0.65, 0.4, 0.1, 0.5, 1, 1]","[(64, 22), (90, 75), (91, 7), (35, 32), (1, 3), (1, 20), (69, 37), (2, 27), (46, 81), (34, 5), (73, 52), (77, 2), (58, 98), (27, 18), (61, 35), (81, 71), (24, 98), (22, 77), (90, 64), (79, 27)]",0.4493,0.6317,0.3598,0.6099,0.4716,0.624,0.6317,0.5205,1
608,"[0.3, 0.1, 0.1, 0.5, 0.55, 0.15, 0.3, 1, 5]","[(74, 70), (51, 79), (84, 12), (98, 38), (3, 82), (65, 42), (26, 65), (18, 98), (78, 81), (70, 79), (14, 24), (77, 16), (76, 37), (92, 26), (87, 61), (34, 6), (69, 96), (71, 2), (71, 85), (26, 80)]",0.4436,0.5794,0.3678,0.5768,0.4496,0.5802,0.5794,0.5733,5
609,"[0.3, 0.05, 0.1, 0.55, 0.45, 0.25, 0.3, 1, 5]","[(59, 40), (70, 74), (54, 14), (73, 74), (10, 30), (77, 43), (77, 89), (45, 48), (29, 15), (95, 81), (86, 89), (64, 69), (22, 60), (18, 1), (24, 28), (93, 82), (61, 43), (21, 47), (90, 25), (41, 54)]",0.4467,0.4531,0.4391,0.4337,0.4471,0.4559,0.4531,0.4558,5
610,"[0.2, 0.1, 0.1, 0.6, 0.5, 0.15, 0.35, 1, 5]","[(67, 63), (64, 95), (6, 63), (42, 12), (18, 46), (42, 20), (43, 71), (35, 9), (25, 85), (82, 94), (93, 67), (18, 35), (75, 79), (97, 22), (65, 53), (38, 6), (48, 53), (13, 43), (73, 2), (71, 16)]",0.4157,0.5315,0.4013,0.5344,0.4242,0.5371,0.5315,0.5249,5
611,"[0.25, 0.05, 0.2, 0.5, 0.4, 0.2, 0.4, 1, 5]","[(5, 33), (23, 5), (47, 57), (31, 95), (86, 18), (46, 35), (74, 82), (23, 32), (15, 33), (72, 76), (46, 46), (84, 85), (70, 46), (97, 38), (64, 8), (69, 7), (88, 80), (38, 68), (98, 71), (80, 4)]",0.3318,0.5056,0.4118,0.4987,0.4128,0.5079,0.5056,0.5019,5
612,"[0.0, 0.25, 0.2, 0.55, 0.35, 0.15, 0.5, 1, 5]","[(23, 4), (26, 35), (18, 8), (41, 94), (96, 28), (27, 20), (67, 40), (16, 18), (7, 90), (69, 53), (6, 10), (52, 75), (64, 9), (58, 74), (27, 17), (49, 86), (93, 31), (81, 41), (12, 84), (7, 31)]",0.3954,0.5414,0.2947,0.5499,0.2866,0.5721,0.5414,0.4309,5
613,"[0.2, 0.35, 0.05, 0.4, 0.55, 0.2, 0.25, 1, 5]","[(8, 89), (4, 75), (64, 76), (75, 14), (88, 46), (92, 46), (89, 49), (11, 56), (80, 60), (86, 25), (96, 76), (97, 65), (47, 21), (36, 77), (77, 14), (82, 87), (62, 81), (83, 1), (67, 61), (79, 43)]",0.4503,0.5542,0.4498,0.5563,0.5424,0.5588,0.5542,0.5465,5
614,"[0.1, 0.05, 0.15, 0.7, 0.55, 0.1, 0.35, 1, 5]","[(61, 94), (11, 89), (25, 24), (9, 85), (46, 76), (54, 10), (11, 94), (35, 79), (87, 80), (8, 94), (82, 10), (12, 37), (73, 14), (25, 94), (73, 36), (5, 63), (35, 73), (58, 22), (83, 25), (35, 8)]",0.4171,0.4659,0.3227,0.4662,0.441,0.4778,0.4659,0.4734,5
615,"[0.05, 0.1, 0.05, 0.8, 0.25, 0.35, 0.4, 1, 1]","[(54, 9), (27, 25), (77, 32), (38, 13), (32, 41), (62, 35), (10, 31), (56, 85), (8, 89), (15, 7), (40, 40), (27, 32), (50, 40), (84, 16), (66, 99), (48, 36), (20, 74), (32, 79), (77, 47), (30, 36)]",0.4291,0.5703,0.373,0.5527,0.3834,0.5703,0.5703,0.4467,1
616,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.25, 0.35, 1, 1]","[(96, 33), (93, 61), (73, 80), (88, 52), (62, 94), (12, 29), (12, 28), (2, 16), (49, 17), (15, 56), (90, 37), (21, 31), (32, 49), (7, 86), (36, 46), (80, 39), (11, 9), (34, 40), (43, 57), (8, 73)]",0.5466,0.7404,0.5357,0.7372,0.5467,0.6036,0.7404,0.5787,1
617,"[0.1, 0.1, 0.1, 0.7, 0.65, 0.2, 0.15, 1, 5]","[(4, 66), (10, 75), (78, 91), (29, 85), (2, 64), (64, 30), (37, 10), (26, 88), (53, 36), (13, 64), (46, 42), (39, 89), (76, 34), (37, 24), (4, 59), (13, 39), (3, 83), (83, 74), (28, 91), (73, 58)]",0.473,0.5179,0.3562,0.479,0.473,0.5184,0.5179,0.4978,5
618,"[0.25, 0.1, 0.05, 0.6, 0.65, 0.05, 0.3, 1, 5]","[(15, 78), (17, 90), (40, 48), (28, 94), (70, 10), (42, 5), (19, 57), (75, 91), (99, 16), (44, 31), (76, 78), (73, 54), (19, 61), (72, 26), (63, 9), (53, 98), (10, 82), (95, 53), (93, 88), (75, 62)]",0.4109,0.5388,0.4064,0.5181,0.4121,0.563,0.5388,0.5382,5
619,"[0.4, 0.05, 0.05, 0.5, 0.55, 0.2, 0.25, 1, 5]","[(81, 90), (35, 9), (17, 54), (70, 90), (89, 93), (46, 30), (47, 43), (69, 93), (63, 93), (49, 34), (30, 37), (59, 32), (26, 15), (10, 35), (89, 74), (53, 96), (51, 56), (74, 87), (68, 16), (74, 65)]",0.4446,0.5216,0.4373,0.5147,0.5178,0.5232,0.5216,0.5145,5
620,"[0.1, 0.25, 0.15, 0.5, 0.6, 0.2, 0.2, 1, 1]","[(15, 84), (51, 6), (58, 85), (30, 99), (51, 38), (25, 99), (92, 38), (73, 55), (99, 8), (62, 13), (45, 28), (56, 46), (19, 36), (15, 69), (79, 63), (37, 62), (97, 91), (60, 72), (61, 51), (98, 67)]",0.4602,0.584,0.4601,0.4492,0.461,0.5725,0.584,0.5833,1
621,"[0.15, 0.15, 0.1, 0.6, 0.35, 0.25, 0.4, 1, 1]","[(1, 40), (52, 63), (44, 32), (35, 31), (92, 79), (31, 44), (77, 50), (24, 49), (34, 6), (50, 20), (65, 95), (64, 92), (98, 21), (87, 13), (29, 98), (10, 83), (95, 19), (83, 57), (80, 5), (96, 38)]",0.5444,0.5893,0.567,0.5254,0.5511,0.5893,0.5893,0.5845,1
622,"[0.1, 0.05, 0.15, 0.7, 0.25, 0.2, 0.55, 1, 7]","[(97, 96), (36, 30), (49, 21), (68, 24), (49, 24), (63, 60), (86, 23), (29, 35), (30, 1), (77, 71), (25, 6), (31, 93), (15, 52), (73, 37), (75, 19), (92, 12), (19, 44), (51, 13), (72, 39), (38, 2)]",0.4863,0.5174,0.3629,0.4733,0.4877,0.5168,0.5174,0.5227,7
623,"[0.25, 0.05, 0.05, 0.65, 0.55, 0.1, 0.35, 1, 5]","[(7, 95), (49, 19), (56, 4), (98, 77), (84, 5), (33, 34), (57, 5), (79, 76), (23, 67), (18, 98), (65, 51), (71, 87), (60, 17), (22, 19), (24, 48), (62, 95), (56, 73), (83, 18), (7, 76), (86, 97)]",0.4588,0.6005,0.4745,0.592,0.4741,0.6092,0.6005,0.515,5
624,"[0.1, 0.15, 0.05, 0.7, 0.5, 0.25, 0.25, 1, 1]","[(42, 46), (99, 43), (90, 4), (53, 82), (9, 10), (4, 50), (80, 64), (17, 89), (38, 34), (41, 7), (13, 52), (7, 84), (10, 62), (2, 77), (46, 11), (90, 76), (58, 27), (86, 58), (76, 39), (30, 61)]",0.4996,0.5072,0.452,0.4535,0.4557,0.5054,0.5072,0.4816,1
625,"[0.1, 0.15, 0.1, 0.65, 0.5, 0.15, 0.35, 1, 5]","[(47, 1), (32, 90), (38, 1), (8, 39), (4, 96), (75, 56), (96, 33), (98, 70), (7, 83), (28, 88), (63, 81), (45, 24), (19, 51), (73, 65), (25, 38), (85, 24), (11, 13), (14, 26), (51, 69), (21, 41)]",0.4824,0.5424,0.3666,0.4989,0.4824,0.5435,0.5424,0.5167,5
